label	text	is_valid
neutral	#GRASS/WOODS_FIRE - (Lawrence County) Bridgeport Fire dispatched to the 6th Curve into Petrolia (trust mec if you... http://t.co/OzPPvxap	False
negative	Saturday Kitchen is on and its Sunday. Mind = fucked.	False
neutral	Stuffed Pork Chop dinner 5-8p Sat night at Eagles Club in Cedar Rapids..1735 11th Street NW. Im guest bartending.I DONT make fufu drinks!	False
neutral	Western Force kicks off new Super Rugby season on the road - Herald Sun http://t.co/RD6If1yI #Melbourne #News	False
positive	Is Paul George gonna take the T-Mac step in his 3rd year? Hope so	False
negative	Uh oh..just turned on Cardinals game...1st thing I see State Farm commercial with Kerry Wood..not a good sign for #Cardinals	False
neutral	Shorty with the wolf pussy off Friday After Next on Martin	False
neutral	The big day is TOMORROW! Mau XTERRA World Championships at the Ritz Carlton at 9:30AM! http://t.co/O0KY5kaz	False
positive	@remittancegirl What *Id* like would be for you to do one of those cooking segments on Saturday Kitchen.  That looked marvellous. @maydeva	False
neutral	OptaJoe: 1 - Norwich City have now become the 20th and final team of this Premier League season to score a goal from... http://t.co/bZcI4Y0a	False
positive	@King24George Im excited to get my Paul George jersey signed by you Sunday at the fan jam!	False
negative	H&M delivery is SO shit. I ordered things and paid extra for next day delivery on Saturday and it still hasnt come	False
positive	@adrian__one Thanks for the kind words dude :)cSee you in December and on Soundwave.	False
neutral	FM Preview: West Ham United v Sunderland 22 Sep 2012: FootyMad attempt to assist you with their form guide as West... http://t.co/3PrijOGy	False
positive	@Kibsta91 Was at Barnet for Edgar Davids debut on Friday then FA Cup yesterday. Blog very nicec thanks. You had much feedback on the first?	False
positive	I remember having to watch the Daytona 500 for Mr. Hoaks class in 7th grade. #goodtimes @AshleyHoak	False
positive	Psych and garage rock fans will love @THEVACANTLOTS @LovelyBadTweets & @__cosmonauts__  at the Echo on Nov 6th! Tix http://t.co/Kh7ZPEqE	False
neutral	Should I go to the Flowing Wells and Marana game tomorrow?	False
neutral	@tabor36 @longballgirl @LB_AZ thinking about watching the AFL Rising Stars game Sat.  Anyone know if they have posted the rosters yet? #AZFL	False
positive	Oh greatc weather warning for Tayside and Im going to Dundee tomorrow.  Hope I dont get stranded up there #help	False
positive	Omg Journey 2: the mysterious island is on DVD Monday! I love that film!	False
neutral	In the Carling Cup previouslyc Arsenal played their 2nd stringc but even then you could count on Bendtner / Vela to grab a few goals #nb52	False
neutral	Spacious 4 BDR 2 BTH Home with upstairs Bonus Room. Large 3rd acre lot on quiet cul-de-sac. Upstairs BDR has room... http://t.co/0beft8cs	False
negative	@Becker_Boris Its almost 2 am in BKK but I cant sleep after the game. It isnt the 1st time we lost cuz of ref.	False
positive	@LouRoberg hey Lou I got a good deal on a bunker I can sell you on Nov 7th  #rightwingparanoia	False
neutral	still have no costume for Saturday @TheKingcrawlers - if dead rock stars is onc John Belushi it is in Juliet Jake Blues guise	False
neutral	@RonanJones95 i may be going to see England vs Aus at Twickersc #oooosh	False
positive	HuffingtonPost: Tomorrow Venusc Jupiterc and the moon will align for a brilliant night show http://t.co/xUMwfSzH	False
neutral	Anyone wanting Roger Sanchez tickets for v-club on the 19th of october get in touch i have coach and entry... http://t.co/wDyLdwgR	False
positive	@SouthwoodEllie @louisechall Love first Friday of the month! Is this your last arraignment day Lou? Newsworthy list to finish with if so!	False
neutral	Norwich City are gonna get destroyed today against Villa this afternoon! Cmon you villaaaans!! @AVFCOfficial	False
positive	I have a good feeling about Saturday the money will be coming my way! @LewisHobbs93  @DCFCSPOONZ Jacob	False
positive	Bring the Whole Family for a Weekend of Sunc Fun & Healthy Living at Florida ...: Taking place at Jungle Islandc... http://t.co/pDk07lsJ	False
negative	Im going to be so lost at cypress tomorrow	False
neutral	@supertibbz ahh okay :) well they are playing in Aussie at Soundwave fest on the 24th. What other bands do you like?	False
neutral	The last two guys fighting for the immunity idol on Survivor were Jeff & Carter & the 1st thing I think of was Jeff Carter from the LA Kings	False
neutral	Lil Wayne Gets Intimate With Nicki Minajs Lips! Caught Red Handed at the NBA All-Star Game (Exclusive Photos/Video) http://t.co/6EipSeEf	False
neutral	http://t.co/tpj4cWlx: Jarred Cosart talks about pitching in AFLs Rising Stars Game...and coming to Houston on Friday http://t.co/1FXmC2F5	False
positive	1D have a surprise for Aussie Directioners with whispers they may return to the Australian Xfactor! http://t.co/WSuHZyGf (via @Navigating1D)	False
neutral	The 2012 Wine & Roses fundraiser is tonight Saturdayc Oct 27th! The Pinery at Black Forest will be the setting of... http://t.co/jU0pgoQB	False
neutral	Benefit at the Rosedale firehouse for my trip to Texas is on Friday 4-7! $7 for hearty meal and dessert! There will be a silent auction also	False
positive	Oneils Barber & Beauty will be open Monday @ 10am and not closing to the last person leave!  #WeGrind	False
neutral	Its this Thursday night!  B95s 11th annual Hold em For Hope Texas Hold em Poker tourney at the Eagles Club in... http://t.co/AqoeaKt7	False
neutral	@_WestsideBG so if Martin gets 15 in the first three quarters and none in the 4th when Harden usually takes over he had the same impact?	False
neutral	For a freebie on Sunday the Limelight Night @ Rich Mix from 7pm showing free horror films - get on the guest list here: http://t.co/xnppSp6j	False
neutral	Bioshock Infinite release date February 23. Would you kindly.... just get herec already!	False
neutral	@dubonew  PlzcTransfer money in TOMORROW!!. Because we want to success before SM Town in BKK.we have a big project for minseok ^^	False
negative	Brrrr that was a shock this am! +2C windy so feels chilly but some sun :) We are colder than Siberia so the tabs... http://t.co/av4kWLrx	False
neutral	Vronsky in the Philippines? Banana Karenina banished OTrivia to Siberia last Monday Night at Red Lion Tavern!	False
negative	Danica Patrick let her temper get the best of her Sunday and knocked herself out of NASCAR race http://t.co/ziT7wf95	False
positive	#np Ni**as In Paris - JayZ & Kanyec cant wait to see the live in June #watchthethrone	False
neutral	@AFirdauz ktorg 3rd year da start clinical years. Half a year kt India lagi 2 tahun stgh kt Melaka. What about u?	False
neutral	Actors have the Academy Awardsc Recording Artists have the Grammysc and now..DJs have the GSAs!! - NOMINEES ANNOUNCED TOMORROW 10/9	False
neutral	@thewhitedevil42 @tpbadam Umm... They have these two playersc you may never have heard of themc named Sidney Crosby and Evgeni Malkin?	False
negative	Olive Gardens Dinner Today & Dinner Tomorrow specialc for the person who thinks Heyc that was terrible! Wonder what its like microwaved?	False
positive	hopefully going to go see Romeo Santos with Catherine on december WOOT WOOT :D <3c<3	False
neutral	My friend Bailey is going to Allstars show tomorrow.......	False
negative	Watching Good Deeds for the 1st time & Im here all emotional & crap. Smh	False
neutral	Nov 10th Lady Urban(E) aka Ace will be having mixtape release party at the Medowlark...Rt Rt	False
positive	Looking forward to inspiring the makeup artists of tomorrow with my Red Carpet workshop at @makeupsfx in Liverpool as guest lecturer	False
negative	@GregUnittXIV I hate to say it but I think itll go to penalties tomorrow. I just have that feelingc like I had before the Carling Cup Final	False
negative	Probably not going to be seeing much of the Semi-finals tomorrow because Im going shopping around lunchtime	False
positive	AYYYYYE!!! Baby Girl Fresh will be at the HOUSE OF BLUES in December! Make sure yall come out and SUPPORT!  http://t.co/5D1UBeLB	False
neutral	Tomorrow will be the day that Ian Holloway is a hero. He will say no to palace and he will show loyality and we will go on to beat Derby!	False
neutral	Oneil says Vaughn will be sold in January. His crime? Passed the ball forward more than 3 times today!!!	False
neutral	Estella has become really dramatic all of a sudden. Its really cute now but I feel like at some point it may become a problem  #girls>boys	False
neutral	Derrick Williams and the Stiemer enter the agme for Pek and Klove late in 1st quarter with Wolves leading 18-15	False
neutral	@IamKatieduke Did it look like John Belushi? (youre probably too young for that joke.) http://t.co/E4beZWkE	False
neutral	Did you know that Doug Wead and Jeremy Richterc the short film Elektable out June 28c is going to be doing a... http://t.co/b4PuJ1c7	False
neutral	@UConnVB wins the fourth set 25-21 to take the match 3-1! Next match is Sunday against Georgetown at 2 p.m. at Gampel.	False
positive	so Ms.Sea (however you spell her name) from Berkmar left and now is sn AP at Lanier and I skipped 4th period and stayed in her office (: lol	False
negative	Ruby cant even take me to breakfast tomorrow :/ he dropped Harold Washington .	False
positive	The 1st article pointed out to me for my FB page dedicated to the announcer at Bethnal Green - hoping the 1st of many! https://t.co/1WqEQTpJ	False
neutral	About to begin our sojourn on Mysterious Island for VBS. Plane crashc stormc chased by pirates...and thats just 1st night. 3 times each	False
neutral	omg. some guy at cypress dressed up as the sun drop guy lols.	False
neutral	@SadlerTX Already voted early last Friday for you in Cypressc NW of Houston. I definitely dont want Cruz to win. We need a Dem in Senate!	False
neutral	Please put on your calender to come to the Petrolia-VFD Social Hall in Petroliac PA this Saturday night the Raise... http://t.co/WbT1MmUL	False
positive	RT: @thecyclr Its Friday people!!! Get that Kermit the frog cycling feelin ;) http://t.co/1eN066lh // And ive started holidays!! :))	False
positive	Quite excited for the PL fixtures tomorrowc id love a North London Derby at WHL!	False
neutral	Just watched journey to the mysterious island and may I say I have Noooooo idea how Vanessa can not be jumping all over Josh.... #justsayin	False
neutral	Pop Quiz Friday: Which celebrity is the best player in Oregon football history and went by the name Bobby Moore in Eugene?	False
positive	I watched Good Deeds again today with @nomusamtshali.. Thanks for coming through girlc was having a boring sunday before you came through..	False
neutral	Jacob has a teacher work day tomorrowc he asked to come to work with me to make sure I get my work done. Really... http://t.co/Eteqb3LD	False
neutral	3 yard TD run get Calhoun even with East at 7-7. 5:53c 1st Qc	False
neutral	The LionsXII will face ATM FA on 5 Octoberc in the first leg of Semi-Finals at Jalan Besar Stadium! http://t.co/KvOkZG2q	False
neutral	For the 1st time since 1978 Italy will travel to a major tournament without Franco Baresic Paolo Maldini or Cannavaro via @zonalmarking	False
neutral	I just want it to be December and then Soundwave	False
neutral	(WBB) First Media Timeout #SSU trails #Armstrong 39-45 in the 2nd half.	False
positive	Getting very very excited for the Birdcage tomorrow at Derby!	False
neutral	@Leopard_chic dang and then Allstar game in Houston the 17th	False
neutral	Taco| Playground x Deadline ~ This Saturday: Meet and Greet with Nipsey Hussle and Dom Kennedy for the Playgroun... http://t.co/MuKsbLeR	False
neutral	Maggie Gyllenhaal arrives at the 22nd Annual Film Independent Spirit Awards http://t.co/ETjmuzUY	False
negative	Trina will be in N.O. Friday....I stop supporting her the day I found out she was in thibodaux at the showcase lol	False
neutral	That concluded the #NCDebate. See Thursdays NCA for complete coverage.	False
neutral	In the very 1st episode of Transformersc it looked like Soundwave transformed into the Cybertonian equivalent of a lamppost.	False
neutral	@RavensburgerPC Enter our competition to win a London Childrens Map Puzzle just follow and RT.Closes Friday 8th@4pm http://t.co/yIiug1RE	False
neutral	Just to inform everyone the Pottsgrove vs. Pottstown game has been postponed until tomorrow morning at 10 am	False
neutral	on a sunny Sunday afternoonc it could be quite magical. - Designer reveals plans for Olympic Park via @guardian http://t.co/rSIP2Nag	False
