Id	text	Expeccted
2543	"Fiquei na Torre F, antigo Tryp Brasil. Depois de ficar no hotel 04 vezes, posso dizer que ele caiu um pouco no serviço oferecido. A limpeza do quarto ficou a desejar. Minha amiga deixou alguns papéis para serem jogados fora, e quando voltamos eles continuavam lá. O café da manhã não é mais o mesmo, antes uma mesa farta estava exposta. Senti falta do café que era servido antigamente. Os funcionários eram simpáticos.
"	neutro
2544	"muito bom o atendiento, os quartos são modernos mas não muito grandes, mas vale a pena para uma visita a capital. o hotel tem uma decoração moderna e sofisticada. com um elevador panoramino que é todo o charme
"	positivo
2545	"Gostei muito deste hotel. Os apartamentos são confortáveis e são arrumados todos os dias. O café da manhã ē bem sortido mas o espaço é pequeno causando um pequeno tumulto entre hóspedes e garçons. Os funcionários são muito simpáticos e atenciosos.
"	positivo
2546	"""Céu de Brasília, traço do arquiteto, gosto tanto dela assim.."" Só tenho a agradecer! Foram cinco dias maravilhosos na capital encantadora do nosso país! Hotel super bem localizado! Abraços a todos os funcionários!
"	positivo
2547	"Hospedei-me neste hotel diversas vezes quando estive em Brasília à trabalho. Os espaços são agradáveis, os quartos são limpos e confortáveis, os funcionários são polidos e ágeis. Utilizei os serviços de quarto principalmente para jantar e achei satisfatório. Como pontos negativos, o sinal do wifi deixa bastante a desejar, uma vez conversei com um estrangeiro no elevador que estava estarrecido! O local para o café da manhã é pequeno, não comporta todos os hóspedes, sempre há uma confusão em torno do buffet e os funcionários correm de um lado para o outro em meio aos hóspedes para retirar louça e repor talheres. Entre 8 e 9 hs da manhã realmente é conturbado. Existe um andar dedicado às mulheres que viajam sozinhas, que sempre foi o meu caso. O check-ou costuma ser rápido e sempre me ofereciam um táxi. Sempre que recebia o voucher com a hospedagem no Meliá ficava contente.
"	positivo
2548	"Tenho ficado quase todas as semanas no Meliã. A localização é ótima, o pessoal simpático e atencioso. Mas dá para melhorar no atendimento do restaurante Norton (onde é servido o café da manhã). O local é pequeno e não é suficiente para todos os hóspedes. A limpeza das mesas é precária e a reposição de talheres nunca é feita a tempo. No almoço e no jantar a eperiência poderia ser melhor tanto na comida quanto no atendiimento. Outro problema é que geralmente os táxis demoram.
"	positivo
2549	"Boa localização, bons apartamentos, bons restaurantes e bom atendimento da recepção. Qualidade da Internet regular, manutenção nos quartos regular. Se for precisar da NF, room service do restaurante é complicado para acertar no check-out, melhor pagar quando entregarem no quarto.
"	positivo
2550	"Muito satisfeito com atendimento, instalações, limpeza e qualidade dos produtos. Pessoal muito bem treinado, educado e sempre prestativo. Restaurante com bom cardápio. Hotel de fácil acesso com serviços básicos ao redor .
"	positivo
2551	"A localização do hotel é otima, fica proxima da Esplanada dos Ministérios. Não tivemos oportunidade de conhecer a piscina e a academia. As acomodações são excelentes. O quarto em que ficamos tinha uma saleta com tv e frigobar, a ducha era muito boa, o quarto espaçoso e com uma cama grande e macia, roupas de cama bem limpas. Muito proximo ao hotel tem um shopping-Pátio Brasil. Recomendo!
"	positivo
2552	"Hotel com excelente localização e recepção. Com café da manhã top. Tive um pequeno contratempo com o ferro de passar oferecido no quarto, mas não dava para usar em nenhuma tomada do local, reclamei na recepção mas o problema não foi resolvido e ainda cobraram para passar minha camisa.
"	positivo
2553	"Liguei em um número disponível no site do Meliá Brasil 21 para fazer uma reserva. Optei por ligar pois queria tirar umas dúvidas e combinar alguns detalhes. Fizeram a reserva no Brasil 21 Suites e não no Meliá Brasil 21. Inicialmente, não percebi a diferença. Na verdade, são 3 torres diferentes, próximas, mas independentes (recepção, café da manhã, quartos separados). A categoria também é diferente, pela informação que tive o Meliá Brasil 21 é de categoria superior. A diferença entre as torres nao é clara e quem faz a reserva pelo site ou por telefone pode ter a impressão que é tudo igual, mas não. Além disso, apesar de solicitar por telefone e email cama extra para a criança, ela nao estava pronta no check-in. O hotel é bonito, bem localizado e o atendimento cordial. O café da manhã é bom, mas nada especial. Os quartos são amplos, relativamente limpos (carpete e limpeza são duas coisas incompatíveis na minha opinião), toalhas de qualidade ruim, ótima cama e travesseiros. PS: Ficamos no Meliá Brasil 21
"	neutro
2554	"Vou começar com alguns pontos:1) check in demorado apenas uma pessoa atendendo 2) banheiro com problemas no vaso sanitário 3) banheiro não escoava a água, logo alagavaPedimos para trocar de quarto o que foi feito com rapidez porém o banheiro alagou muito mais que o primeiro 4) Internet péssima no primeiro quarto 5) o estacionamento é longe perto de outra torre O café da manhã é bom nada demais o suco de laranja estava azedo, mas faziam omelete na hora! Enfim os pontos negativos foram muitos! A torre que fiquei foi B! Não fique!
"	negativo
2555	"Já me hospedei várias vezes nele. Foi referência, mas está um pouco judiado. Tem um bom restaurante. Seu bar, um dos mais tradicionais de hotel em Brasília, estava fechado até dias atrás. Não sei se ainda está. Internet ruim. Grátis, não funciona. O tamanho dos apartamentos: excelente. As unidades são muito boas, mas requerem manutenção mais cuidadosa. Apesar de tudo, continua sendo dos meus preferidos.
"	neutro
2556	"Hotel Mélia brasil 21 é bem localizado. No entanto, me deixaram aguardando quarto enquanto outras pessoas faziam o chek in. Diziam não havia quarto disponível. Quarto bom. Por conta própria não voltaria... 
"	negativo
2557	"Escolhi esse hotel por ficar bem localizado e contar com fitness center. Os quartos são muito bons e é bem localizado, próximo aos shoppings e ao Fogo de Chão. No entanto, me decepcionei com o breakfast, não há quem faça omelete, tapioca, por exemplo. Não há opção sem gluten e sem lactose e não há aviso que os ovos são mexidos com leite. A sala de ginástica também deixa muito a desejar. Na minha opinião, não vale o custo benefício, em se tratando de um 5 estrelas.
"	neutro
2558	"Este Meliá tem um ponto forte, que é sua localização. Mas perto dele há vários outros hotéis e em relação a eles o Meliá se destaca pela instalações, ótimo café da manhã e bom restaurante de grelhados. O atendimento é OK.
"	positivo
2559	"Hospedei-me na torre F do hotel e decepcionei-me muito. Os quartos são bons, mas a logística péssima. Na verdade a torre F foi incorporada ao Meliá e, consequentemente, o padrão em relação aos quartos das torres principais do hotel é outro bem inferior. O mesmo se aplica ao café da manhã e ao atendimento. Nem o valet te entrega o carro na porta do hotel, vc tem que buscar no estacionamento e entregar quando necessário sair. Outro ponto negativo porque a maioria dos hoteis em BSB têm estacionamento incluído na diária ou lugares públicos próximos para estacionar, o que não se aplica ao Meliá, que fica no complexo Brasil 21. E o estacionamento é bem caro: R$ 25,00 por noite. O Serviço de quarto tb deixa muito a desejar. Além dos pratos serem caríssimos, o cardápio estava totalmente desatualizado: pedi uma salada caprese, cuja descrição era tomates cerejas, mussarela de búfala, rúcula e molho pesto. Pois bem, quando chegou, tive que pedir para devolver porque os tomates não eram cereja, veio 1 única mussarela de búfala cortada em 6 minúsculos pedaços e meia dúzia de folhas de rúcula por quase R$ 30,00... um verdadeiro abuso. Enfim, ou fique nas torres principais do Meliá ou escolha outro hotel, ali na região não faltam opções.
"	neutro
2560	"Hotel ok, mas um pouco envelhecido. Água escorrendo do vaso, com ruído irritante, além do desperdício, e lâmpada com problemas de contato. Recepção simpática e café da manhã médio. Hotel um tanto caro para o estado de conservação dos quartos abaixo do padrão esperado.
"	neutro
2561	"Os apartamentos são excelentes: amplos e confortáveis. Só falta um pouco mais de iluminação no banheiro. Localizaçao excelente!Ótimo atendimento. Excelente restaurante. Café da manhã deixa a desejar na variedade, mas não na qualidade.
"	positivo
2562	"Muito bom mesmo, recomendo!!! Um dos melhores que já me hospedei, uma sauna que nunca vi em nenhum hotel, o restaurante de primeira, muito bem localizado, perto do Patio Brasil, a cama é topppp, bem grande, e o café da manhã mais gostoso do Brasil. Recomendo!!! l
"	positivo
2563	"O hotel é muito bom, as acomodações atendem qualquer situação, pena que o tarifário quase sempre está um pouco acima da média das tarifas dos hotéis do setor. Recomendo se conseguir tarifa abaixo de 400.
"	positivo
2564	"Um bom hotel bem próximo ao shopping, mas com carência de restaurantes próximos principalmente para quem quer algo diferente do que é oferecido na praça de alimentação do shopping, boa recepção, atendimento cordial, café da manhã com bastante variedade.
"	positivo
2565	"O hotel é ok, embora caro. Mas guarde 30 minutos para o seu check in e out. 90% dos hospedes vão a trabalho e ficam com raiva da demora. Terceira vez que venho e o mesmo problema. As recepcionistas perdidas, pouquissimas, não sabem quais as caracteristicas do seu quarto, o sistema não funciona, não imprime, você tem que ligar depois implorando pela nota. Enfim, falta treinamento, gente e um bom sistema.
"	negativo
2566	"Excelente recepção e atendimento. Quarto completamente equipado e cama mais do que deliciosa para dormir! Chuveiro potente, porém um pouco chatinho para chegar na temperatura desejada. Serviço de quarto rápido e de boa qualidade. A internet no quarto tem velocidade razoável, mas mais do que suficiente para acessar e-mail, baixar anexos não muito pesados e acessar redes sociais. Recomendo!
"	positivo
2567	"O hotel é ótimo para quem está a trabalho na capital federal. Os apartamentos são amplos, claros, com vista para a torre. Uma boa cama e uma mesa de trabalho, com sinal wireless. Um bom café da manhã, que por vezes fica super congestionado. O hotel tem um bom bar no térreo. O serviço é ótimo.
"	positivo
2568	"Fiquei muito pouco tempo no hotel e uma pena não ter ficado para o café da manhã . O apartamento muito bom, cama perfeita e o atendimento dos funcionários muito prestativo. O único defeito foi a burocracia para eu pedir um room service e pagar no Checkout... A internet é perfeita e sem frescuras de certos hotéis que acha que internet é luxo... 
"	positivo
2569	"Já é o 2º ano que me hospedo no Melia 21 e tenho sempre uma boa hospedagem. Nenhum problema com checkin / checkout, funcionários atenciosos e dispostos a ajudar. Fica ao bem proximo de 2 shoppings, rodoviaria, onibus do aeroporto tem ponto em frente, sem contar a proximidade com o parque da cidade, torre de TV e estadio mane garrincha. Recomendo
"	positivo
2570	"Quartos muito espaçosos, ótimos tanto para o descanso quanto para trabalhar. Os quartos possuem mesa e cadeira de escritório perfeitas para trabalho e estudo. Funcionários do hotel muito educados e prestativos.
"	positivo
